description,COMMODITY_LEAF_PREDICTED
U-MARK 10856 W20 YELLOW PAINT MARKER,898872
U-MARK 10621 PAINT TO GO BLACK,899752
SSI B320 FIELD BOOK STANDARD SIZE E64-8X4,899874
"SSI 500B ORANGE CAPS FOR 5/8"" REBAR ",899752
BLINE PB2 NMA12 STD PB ENCL,899756
BLINE PB1 NMA12 STD PB ENCL,899756
BLINE S400 4IN O/T HOLE SEAL,899752
BLINE S300 3IN O/T HOLE SEAL,899752
BLINE S100 1.00 O/T HOLE SEAL,899752
BLINE AW86P PANEL ONLY,899756
BLINE S350 3-1/2 O/T HOLE SEAL,899752
ERC 766A FAR SIDE BOX SUPPORT 100/BX,899877
UNIS RHSMS-0.138-32-1.500-Z-PKG #6-32 X 1 1/2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.138-32-2.000-Z-PKG #6-32 X 2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.164-32-0.750-Z-PKG #8-32 X 3/4 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.164-32-1.000-Z-PKG #8-32 X 1 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.164-32-1.500-Z-PKG #8-32 X 1 1/2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.164-32-2.000-Z-PKG #8-32 X 2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-24-0.750-Z-PKG #10-24 X 3/4 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-24-1.000-Z-PKG #10-24 X 1 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-24-1.500-Z-PKG #10-24 X 1 1/2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-24-2.000-Z-PKG #10-24 X 2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS HHXN1024EG #10-24 HEX MACHINE SCREW NUTS ZINC,899859
UNIS RHSMS-0.190-32-0.750-Z-PKG #10-32 X 3/4 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-32-1.000-Z-PKG #10-32 X 1 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-32-1.500-Z-PKG #10-32 X 1 1/2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS RHSMS-0.190-32-2.000-Z-PKG #10-32 X 2 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
"UNIS HHCS025250EG 1/4 X 2-1/2"" HEX HEAD CAP SCREW ZINC PLATED",899859
"UNIS HFEWDE025200EG 1/4"" X 2"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HHCS031200EG 5/16"" X 2"" HEX HEAD CAP SCREW ZINC PLATED",899859
"UNIS HHCS031250EG 5/16"" X 2 1/2"" HEX HEAD CAP SCREW ZINC PLATED",899859
UNIS HWHCS-0.187-1.250-BL-PKG 3/16 X 1 1/4 HEX WASHER HEAD CONCRETE SCREWS BLUE,899859
UNIS HWHCS-0.187-1.750-BL-PKG 3/16 X 1 3/4 HEX WASHER HEAD CONCRETE SCREWS BLUE,899859
UNIS HWHCS-0.250-1.750-BL-PKG 1/4 X 1 3/4 HEX WASHER HEAD CONCRETE SCREWS BLUE,899859
UNIS HWHCS-0.250-2.250-BL-PKG 1/4 X 2 1/4 HEX WASHER HEAD CONCRETE SCREWS BLUE,899859
UNIS BHPDWS-0.138-1.250-P-PKG #6 X 1 1/4 BUGLE HEAD PHILLIPS DRYWALL SCREWS COARSE PLAIN,899859
"UNIS HWEDGE025225EG 1/4"" X 2 1/4"" WEDGE ANCHOR ZINC",899859
"UNIS HWEDGE050275EG 1/2"" X 2 3/4"" WEDGE ANCHOR ZINC",899859
"UNIS HWEDGE050425EG 1/2"" X 4 1/4"" WEDGE ANCHOR ZINC PLATED",899859
UNIS ANSA-0.250-1.375-Z-PKG 1/4 X 1 3/8 ACORN NUT SLEEVE ANCHORS ZINC,899859
UNIS ANSA-0.250-2.250-Z-PKG 1/4 X 2 1/4 ACORN NUT SLEEVE ANCHORS ZINC,899859
UNIS HNSA-0.375-3.000-Z 3/8 X 3 HEX NUT SLEEVE ANCHORS ZINC,899859
UNIS HNSA-0.500-2.250-Z 1/2 X 2 1/4 HEX NUT SLEEVE ANCHORS ZINC,899859
UNIS HNSA-0.500-4.000-Z 1/2 X 4 HEX NUT SLEEVE ANCHORS ZINC,899859
UNIS PHPTABTS-0.250-0.375-Z-PKG #14 X 3/8 PAN HEAD PHILLIPS TYPE AB TAPPING SCREWS ZINC,899859
"GRVN 52171-3/4-RED 2-1/8"" 4SQ BOX OUTLET BOX 1/BX",899756
"ISAT PIP143812BLUE WOOD FORM INSERT 1/4"", 3/8"", 1/2""",899752
LUT MA-PRO-WH 1P 3WY LTG DIMMER,898872
GRVN 82171-RD 4-11/16 DEV BOX FIRE ALARM DEVICE BOX 25/BX,899756
GRVN 54171-RED 4IN SS BOX OCTAGON BOX 25/BX,899756
GRVN 53151-3/4RED 4IN STL BOX RING EXTENSION BOX RING 50/BX,899752
"UNIS HWEDGE037375EG 3/8"" X 3-3/4"" WEDGE ANCHOR ZINC PLATED",899859
"UNIS HWEDGE037500EG 3/8"" X 5"" WEDGE ANCHOR ZINC PLATED",899859
FLUKE CV300 3IN INFRARED WINDOW,899892
BOLT BE4171 1/2-13 CHANNEL NUT W/O SPRING ,899859
GRVN 73171-RED 4-11/16SQ FIRE CVR OUTLET BOX EXTENSION RING 25/BX,899752
"LITH WF6GR-MW-JZ 6"" ROUND GOOF RING ",899752
SAT S8552 4.5W CFC/LED/27K/CL/120V 4.5W LED CA11 E12 27K 120V DIM 08552 CA LAWFUL :DE2302  :ALT-SAT S21296 4CA11/LED/927/CL/120V E12 4W LED CA11 27K  24/CS,898894
NSI STL750-6 750-250MCM TFMR LUG 1/BX,899831
PAND EDV10-250M-Q #12-10 TERM 25/BAG,899832
BULBRITE 776888 5W LED B11 E12 3K MILKY FINISH :DE2404 :ALT-SAT S21279 5.5B11/LED/930/FR 120V/E12 5.5W 120V LED FROST CANDELABRA BASE 90 CRI 3000K CS/24 21279,898894
BLINE 1010HSENK 10X10 WWY END,899752
GE LED150ED28/750/347/480 480V LED HID 93101235 **DELISTED- REPLACED BY .438588**,898887
PHL LWW20930WH 23W 3000K BOLDFLOOD,899752
"ITOOL PS14-600 1/4"" DIA X 600 FT. PULLSLICK ROPE HIGH TENSILE STRENGTH 32,000 LBS. RATED, DOES NOT ABSORB WATER, DUAL FACTORY INSTALLED PULLING EYES",899752
WIRE TFFN-16-GRN/YEL-19STR-CU-2500S,899956
BLINE SLWN3/8ZN 3/8-16 CHNNL NUT,899859
GREENCRT 15A21DIM/830 A21 E26 15W ENCLOSED 120V DIMMABLE 98145 ACTIVE ***DISCONTINUED*** *REPLACED BY .503932*,898891
UNIS HWHCS-0.250-1.750-410SST-PKG 1/4 X 1 3/4 HEX WASHER HEAD CONCRETE SCREWS SILVER,899859
SAT S39392 36W LED LAMP 12/CS  30392 36W LED HID REPLACEMENT; 5000K; MEDIUM BASE; 100-277V :DE2402  :ALT-S49392,898887
FTG F715S 1-1/4IN S/S EMT CONN,899867
"FLEX FS520AL 1-5/8""X13/16"" 12GA ALUM SOLID CHANNEL 20'",899735
ZIERICK 379-390-032BR SOLDR TRM FLT-BENT 032 BR 100% MATT TIN PL,899877
WTPN 77293GY1000 1P 18G STR PE SHL PVC JKT,899866
WTPN 77303GY1000 3C 18G STR PE SHL PVC JKT **10K MIN ORDER**,899866
WES 4T6.5/FILALED/DIM/CL/IN/274W T6.5 LED 27K CLEAR 120V 51940 :DE2312  :ALT-5194100,899756
SAT S28575 3.5W B11 30K 120V MED LED LAMP 48/CS  28575,898891
SAT S29875 5A19/CL/LED/E26/27K/ES 120V 5W A19 LED 27K LMP 24/CS  29875 :D2302  :ALT-SAT S12408 5W 5A19/CL/LED/E26 ,898891
SAT S29894 7W A19 120V MED BASE 30K LED LAMP 24/CS  29894 **DELISTED- RPLCD BY S12415**,898891
RMK RSR-9518-L 1-1/2 1-1.125 CORDCONN W/LOCKNUT,899752
RMK RSR-107-L 1/2 .375-.4375 CORDCONN W/LOCKNUT,899864
ISAT FSBX FLUTE SPAN BRACKET 25/BX,899752
IDEAL 35-953 S/D/NUT DRIVER COMBO /BX 1/CS,899929
IDEAL 90-085 1/2X54 SCR PT FLEX BIT 1/BX,900031
IDEAL 36-6/32 DRILL/TAP BIT /BX 1/CS,900031
IDEAL 36-8/32 DRILL/TAP BIT /BX 1/CS,900031
IDEAL 30-728 SCREWDRIVER KIT /BX 1/CS,899838
IDEAL 30-727 SCREWDRIVER KIT /BX 1/CS,899838
PAND PCSB2/0-3S-6Y MULTI-TAP CONN 100/BX 1000/CS,899816
MXL E9A19GUD927/JA8 9W LED A19 GU24 FROST DIM 92CRI 27K JA8 #102490,899752
MXL 10G25DLED927/JA8 10W LED G25 E26 FROST DIM 92CRI 27K JA8 #1409460,898891
MXL 6.5MR16GUD927FL/JA8 6.5W LED MR16 GU10 DIM 92CRI 27K 40* FLOOD JA8 #14098882,899752
MXL 6.5P20D927FL/JA8 6.5W LED PAR20 E26 DIM 90CRI 27K 40* FLOOD JA8 #14101681 :DE2309   :ALT-SAT S29405 6.5PAR20/LED/40'/ 927/120V,898891
MXL 12PAR30DLED927FL/JA8 12 LED PAR30 SHORT NECK E26 DIM 90CRI 27K 40* FLOOD JA8 #14098880,899752
MXL 12P30LNDLED927FL/JA8 12W LED PAR30 LONG NECK E26 DIM 90CRI 27K 40* FLOOD JA8 #1410041,899752
MXL 15P38DLED927FL/JA8 15W LED PAR38 E26 DIM 90CRI 27K 40* FLOOD JA8 #1410043,899752
MXL F7ST19DLED927/JA8 7W LED ST19 E26 CLEAR DIM 92CRI 27K JA8 #14098828 *USE S21363 WHEN OUT*,899752
PAN S6-18-C CABLE TIE 5000/BX 10M/CS,899875
PAN S8-18-C CABLE TIE 5000/BX 10M/CS,899875
PAN S12-40-C CABLE TIE 5000/BX 10M/CS,899875
WERNER 6204 4' STEP LADDER 1/BX,899752
WERNER 6206 6' STEP LADDER 1/BX,899752
WERNER 6208 8' STEP LADDER 1/BX,899752
WERNER 6210 10' STEP LADDER 1/BX,899752
EBOX 1864SCP TYPE 1 PAINTED GRAY SCREW COVER BOX,899752
GRIPPLE UG2-SE-CN-S3/8G-30FT 10/BAG,899915
MXL FF4B11D927E26 4W B11 E26 FROST DIM 27K JA8 #101152 **USE S21287 WHEN OUT**,899752
ARCHIPELAGO LTCA10F35027CB-90 3.5W CA10 E12 FROST 27K JA8,898894
PAND NK5EPC3BUY CAT5E PATCH CORD 100/BX 1000/CS,899816
PAND NK5EPC10BUY CAT5E PATCH CORD 100/BX 1000/CS,899816
CWD RF9601DW 15A 120V WRLSS SW 100/BX 1000/CS,899988
 LITH WF6-LED-27K30K35K-90CRI-MW-M6 120V **DELISTED- REPLACED BY .429066**,898840
"SOLON MFG 614112 3/8"" BELLVILLE WASHER",899752
"SOLON MFG 4EH70 1/4"" BELLVILLE WASHER",899752
"WEJ-IT WTW1421 TIE WIRE WTW ANCHOR 1/4"" X 2-1/4"", 9/32"" HOLE DIAMETER",899859
GRIPPLE UG2-SE-CN-S3/8G-20FT,899752
LEV 55050-P00 RECPT 3-P 4-W /BOX 10/CASE,899977
PAND LCC750-12W-6 750MCM 2HOLE LUG 100/BX 1000/CS,899830
LAIRD GEM HDPE 14393 REPRO BLACK .500 X 48 X 96,899752
SAT S29988 5.5W G16.5 LED CLEAR CANDELABRA BASE 2700K 500 LUMENS 120V 24/CS ***DISCONTINUED*** *REPLACED BY S21207*,898891
UNIS HHCS025600EG 1/4-20X6 A307 HEX TAP BOLT(FULL THRD) ZINC,899859
"P&S S1-20-RAC ROUND CEILING BOX ~/BX, 50/CS",899752
WIRE THHN-12-RED-19SOLID-CU-1250PP 2500/CTN,899956
WIRE THHN-12-BLU-19SOLID-CU-1250PP 2500/CTN,899956
CARLON BH235A 2G HEAVY SW WALL BOX -/BX 48/CS,899752
GRN 31929 CABLE TRAY ROLLER END CAP 12/BX,899752
CROUSEH TP738 CVR RCPT F/GRND 10/BX,899752
CROUSEH TP732 CVR RCPT 2-1/8 DIA 10/BX,899752
CROUSEH TP676 2-3/4D SW BOX 50/BX,899756
CROUSEH TP282 4 OCT 1-1/2D BOX 50/BX 1/2KO,899756
CROUSEH T37 1-IN T CONDUIT BODY 10/BX,899883
CROUSEH T27 3/4 T CONDUIT BODY 10/BX,899883
CROUSEH PARC100HD 1-IN GLV PRL CLMP 50/BX,899752
CROUSEH LR37 1-IN LR CONDUIT BODY 5/BX,899883
CROUSEH LR27 3/4 LR CONDUIT BODY 20/BX,899883
CROUSEH LL37 1-IN LL CONDUIT BODY 5/BX,899883
CROUSEH LL27 3/4 LL CONDUIT BODY 20/BX,899883
CROUSEH LB67 2-IN LB CONDUIT BODY 2/BX,899883
CROUSEH LB27 3/4 LB CONDUIT BODY 20/BX,899883
"CROUSEH CG50650 1/2 STR CORD GRIPCORD SIZE .55 TO .65 IN ~/BX, 25/CS",901161
"CROUSEH CG100950 1-IN STR CORDGRIP CORD SIZE .85 TO .95 IN ~/BX, 5/CS",901161
CROUSEH C27 3/4 C CONDUIT BODY 10/BX,899883
CROUSEH AMR2 2G ADJUSTABLE MUD RING 25/BX,899752
CROUSEH 461RED 3/4 COUPLING 25/BX,899752
"CROUSEH 18X 3-IN STEEL LOCKNUT ~/BX, 20/CS",899756
CROUSEH TP704 10-32X3/8 GRDG SCR 1000/BX,899752
CROUSEH TP720 4-11/16SQ 1/2D 1 SWITCH CVR 10/BX,899752
"CROUSEH 1658 3-1/2 INS COMP EMTCONN ~/BX, 1/CS",899867
BULBRITE 2.5W LED B11 E12 27K DIM CLEAR 27K 776855,898894
PHIL 5.5B11PER927-922CL-  GE26WGX1FBT20 5.5W B11 LED 54934  ,898885
PHIL 5.5B11PER927-922CL GE12WGX 1FB T20 5.5W B11 LED 27K 549337,898885
"PAND PLT6LH-C0 21.9"" LOCK CBL TIE 5000/BX 10M/CS",899875
CROUSEH 470G 1-1/4 STL CVR W/GASKET 25/BX,899752
IDEAL 86-930 19-26AWG CONNECTOR /BX 100/CS,899838
WIRE 12/3 SOOW 600V-BLK-1000MSTR,899956
JUNO R605L30K90CRIPDIMNFLWH WHITE LED TRACK HEAD,898859
JUNO R605L30K90CRIPDIMNFLBL BLACK LED TRACK HEAD,898859
S-STRUT SP-B1400-24INCH BLK CHNL ,899735
GREENCRT 9.5PLV/840/DIR PL V G24Q 9.5W PL EDGE SERIES DIRECT BALLAST COMPATIBLE 28377 ACTIVE,898828
ITOOL CM3K CORDLESS 3000 LB PULLER COMPLETE KIT,899883
ITOOL FG12 FORCE GAUGE 12K,899752
"GREENCRT 12NCDLR6DIM/935/277V/EXT 6"""" NEW CONSTRUCTION 12W THINFIT EXT 277V SERIES JA8 HIGH CRI 90 WET LOCATION 120-277V DIMMABLE 0-10V 98218 ACTIVE",899752
PENCELL PE1015HDH005P3 19LX14WX12D RECTANGLE PE1015 GREEN BOX ASSY W/HHB-ELECTRIC WARNING   **YARD**,901244
OMNI C81201-01 #12/1C(65 STR)TC SIS 90C BLK VW-1,899864
PHIL 7.2BR30/PER/927/P/E26/DIM 1/CASE ITEM #: 553891,898885
SUPERFLEX 1GWIUXD 1GANG CLR XTRA-DUTY IN-USE BUBBLE COVER,899752
PENCELL PE9AHDH005P3 ROUND 9-3/16 DEEP PULL BOX ASSY GREEN PE9A W/HHB-ELECTRIC   **YARD**,901244
LITH WF6 LED 30K40K50K 90CRI MW M6 **DELISTED- REPLACED BY .429066**,898840
SAT S8553 4G16.5/LED/CL/27K/120V E12 4W LED LAMP G16 E12 CLEAR 27K 24/CS  08553 :DE2209 :ALT-SAT S21204 4G16.5/LED/CL/927 120V/E12,898894
CURR RR7PBP ENCLOSED RELAY,898863
 WIRE THHN-6-BLU-19STR-CU-1000,899956
RAC 73215-20 UGLYS ELEC REFERENCES 2020 VERSION *DISCONTINUED REPLACED BY 73215-23,899752
"UNIS HCN-0.250-20-0.375-16-1.000 3/8"" TO 1/4"" THREADED ROD REDUCER",899859
WIRE THHN-6-GRN-19STR-CU-1000,899956
WIRE THHN-6-BRN-19STR-CU-1000,899956
WIRE THHN-6-GRY-19STR-CU-1000,899956
WIRE THHN-6-ORG-19STR-CU-1000,899956
WIRE THHN-6-RED-19STR-CU-1000,899956
WIRE THHN-6-WHT-19STR-CU-1000,899956
WIRE THHN-6-YEL-19STR-CU-1000,899956
WIRE THHN-8-BLU-19STR-CU-1000,899956
WIRE THHN-8-BRN-19STR-CU-1000,899956
WIRE THHN-8-GRN-19STR-CU-1000,899956
WIRE THHN-8-GRY-19STR-CU-1000,899956
WIRE THHN-8-ORG-19STR-CU-1000,899956
WIRE THHN-8-RED-19STR-CU-1000,899956
WIRE THHN-8-WHT-19STR-CU-1000 ,899956
WIRE THHN-8-YEL-19STR-CU-1000,899956
SAT S21720 2.5WCFC/LED/27K/CL/120V 2CD 2.5W CA10 27K LED LMP CAND BASE 12/CS  21720 :DE2505,898891
SAT S21733 5A15/LED/WH/27K/E26  120V 2CD 12/CS 21733,898891
WAG 221-613 3-WIRE 10AWG 30/BX,899752
WAG 221-612 2-WIRE 10AWG 50/BX,899752
LOL 6152NWH WHT X CONNECTOR,898859
MXL EF4B10D927/JA8 ENCLD 4W LED  FIL B10 90+CRI 2700K DIM E12 JA8,899752
"P&S S1-18-W SWITCH AND OUTLET BOX ~/BX, 100/CS",899752
"P&S S2-35-RAC SWITCH AND OUTLET BOX ~/BX, 50/CS",899752
"P&S S3-54-RAC SWITCH AND OUTLET BOX ~/BX, 50/CS",899752
"P&S S1-20-HAC ROUND CEILING BOX ~/BX, 50/CS",899752
"P&S S44-21-SAC SQUARE BOX ~/BX, 50/CS",899752
"P&S RC-2 SQUARE BOX COVER ~/BX, 100/CS",899752
"P&S S1-18-S50 STUD BRACKET OUTLET ~/BX, 100/CS",899978
ADV XI180C125V200BSF1M PROGRAMMABLE OUTDOOR/INDUSTRIAL LED DRIVER,898835
WIRE NM-B-12/3-CU-WG-500,899958
BLINE BCTS2-30 GSTL TRPZ SUPP,899752
PHIL 3.3B11/PER/927-922/CL/G/E26 WGX1FB T20 ORDER CODE: 549584,898885
ITOOL VMC617 WIRE BAR/AXLE,899878
ITOOL VMC605,899752
3M 361 3/4 X 60 YD GLASS CLOTH TAPE,899906
HUNTER 53324 CEILING FAN 99164 LIGHT KIT /BX,899752
WIRE BARE-SD-6-SOL-CU-5000MSTR,899956
SAT S3810 40A15/CL/130V HALOGEN OVEN LAMP 2500 AVG HRS,898885
CABLE 10/2 MC AL STR BLUE/WHT 1000R,899951
HUBW USB1518 1G WHT CHARGER 10/BX,901165
HUBW USB2028AC CHARGER/USB RCP 10/BX,901165
PAND CF1064WHY 4PORT DATA MOD FRAME 10/BX 50/CS,901144
PAND NK5EPC5BUY 5FT CAT5E PTCHCRD 100/BX 1000/CS,899816
PAN FLCS2/9SOCPXAQ FBR OPTIC CONN 10/BX 50/CS,901144
MULEHEAD BMW-6 MULE WIPES,899752
CONDUIT 1-IN-UA/LA-GRAY LIQ-TI 1 X 400 MSTR LA-13 6204-41-00,899752
"EPCO 16040 80W LED CORD LIGHT 50' 1/BX, 2/CS 1/BX, 2/CS",899752
GEN 3-PLY DISPOSABLE FACE MASK 50/BX,899752
CABLE 12/3 MC AL STR 277V BRN/YEL/GRY 1000R ,899951
LITH MS8T L96 4L/TUBE MVOLT NAWT *269EH9,898860
CROUSEH 670G 2IN STL CVR W/GASKET 15/BX,899752
UNIS HHXNM06EG M6 METRIC HEX HUT ELECTRO GALVANIZED FINISH,899859
CONDUIT 1/2-UA/LA-RED LIQ-TITE 1 X 100'C,899877
BLINE BCTS2-18 GSTL TRPZ SUPP,899752
JENDCO 331-NT2010W/S DURASKIN 4 MIL BLUE NITRILE POWDERED=FREE DISPOSABLE GLOVES SIZE SMALL  (100/BOX),898947
ZEP PRODUCT #0878 ALCOHOL GEL INSTANT HAND SANITIZER 12/CASE (500ML OR 16.9OZ),899752
LITH WF6 LED 27K30K35K MVOLT 90CRI MW M6 0-10V :DE2407 :ALT-JUNO WF6 ALO20 SWW5 90CRI MVOLT MW M6,898840
EMERY ALLEN EA-E26-9.5W-001-309F-D 3K LED,898891
SAT S21740 5.5W G25 27K MED LED LAMP 12/CS  21740 ***DISCONTINUED*** *REPLACED BY S21247*,898891
"BOLT BELEDHBLA-15L-5K  120/277 0-10V 15,000LM LED HIGHBAY :DE2401  :ALT-.522900",899878
KLEIN 92908 APPRENTICE TOOL SET WITH CLAMP METER,899915
L-FSE LEBABK 30A 600V FUS HLDR 1/BX (0LEB00ABXK),899807
PAND T150X000YKM-BK 1.5IN X 30FT CLEAR POLYESTER TAPE 5/BX 25/CS,899907
PAND T150X000VXM-BK 1.5IN X 23FT YEL VINYL TAPE 5/BX 25/CS,899907
APP TB125A 1-1/4 AL TB COND BODY 1/PK 10/CS,899873
WIRE BARE-SD-4-SOL-2500MSTR,899956
PAND NK5EPC10Y CAT5E PATCH CORD 100/BX 1000/CS,899816
PAND NK5EPC5Y 5FT CAT5E PTCHCRD 100/BX 1000/CS,899816
PAND NK5EPC7Y CAT5E PATCH CORD 100/BX 1000/CS,899816
GE LED25BDT5/G4/850 93100295 4' 25W T5 HO GLASS TYPE B 20/CASE :DE0823 ALT-LED25BDT5/G4/850/120-347 93305601,898885
PAND NK6PC3Y CAT 6 PATCH CORD 100/BX 1000/CS,899816
PAND NK6PC7Y CAT 6 PATCH CORD 100/BX 1000/CS,899816
GE LED11BDT8/G4/835 LAMPS  93117213 4' 11W GLASS DOUBLE ENDED TYPE B 20/CASE,898885
COND 1/2 FLEX NM LIQ-TITE B 1 X 1000MSTR NM-11 6002-60-00,899866
"TPZ 631SI 1/2 INS THT EMT CONN EMT CONDUIT CONNECTOR 50/BX, 500/CS",899867
ORBIT SSB-T5 TELESCOPING BRACKET 25/BX,899752
ORBIT UMA-LVBS ADAPTER/BACK SUPPORT 25/BX,899752
GE 93117214 LED11BDT8/G4/840 4' 11W GLASS DOUBLE ENDED TYPE B,898885
SAT S8551 4W ETC/LED/27K/CL/120V  LAMP LED 4W 24/CS  08551 :DE2302 :ALT-SAT S21284 4B11/LED 927/CL/120V/E26 4W LED B11 27K E26,898894
BWF 9111 3/4IN INS S/S EMT CONN 25/BX 125/CS,899867
BWF 9115 2IN INS S/S EMT CONN 10/BX,899867
BWF 9155 2IN INS COMP EMT CONN 10/BX,899867
BWF 9109 4IN S/S UNV CONN 5/BX,899864
BESA BES2046-036-1 DECO PENDANT GREEN,899752
RMI 47095B BOOTIES BULK 25PR/BAG,899915
PHIL 45A19VIN820E26CLGL 1/CASE ITEM #: 53756,898885
GE LED25BDT5/G4/840 4' LED T5 4K 93100294 4' 25W T5 HO GLASS TYPE B DE:2403 ALT:LED25BDT5/G4/850/120-347 93305601,898885
BWF 9104 1-1/2 STL SET SCREW CONN 10/BX,899867
"UNIS HHCS025-28200EG#5 1/4""-28 X 2"" HEX HEAD SCREW GRADE 5 ZINC PLATED, FULLY THREADED",899859
"UNIS RC025-28EG 1/4""-28 ROD COUPLER ELECTRO GALVANIZED",899859
I2 224001 JEWELRY CASE 5700K 40IN STRIP KIT CONSISTING OF: (1) 800-02230-4AAF CASE LIGHT (1) 40W POWER SUPPLY,899752
MLY 202SLCPB UNDER DESK HEATER *FLOOR READY PACKAGING*,901165
"MLY HUH524TACPB 5,000/4,165/3,332/ 2,500W @ 240V (3,750/3,123/2,500/ 1,874W @ 208V) HORIZONTAL/DOWNFLOW UNIT HEATER *FLOOR READY PACKAGING*",901165
"WES 5058100 9.8W BUILDERS OMNI A19 LED 3000K E26 (MEDIUM) BASE, 120 VOLT, BOX",899756
BOLT BESL-4FT-46L-5K LED STRIP LIGHT 35W 133LPW 4600 LUMENS ***USE .486285 WHEN OUT***,899878
GE LAMP LED16BDT8/G4/840 93125620 4' 16W GLASS DOUBLE ENDED TYPE B,898885
BWF 9112 1IN INS STL SET SCR CONN,899867
GE 40CAC/CL/CD4-MPD-120 INCAN LAMP 4/CASE 76237,898910
WIRE SEU-2-2-4-AL-1000R,899945
"FTG F131 SW2BB MED DUTY WIREHOLDER 2-1/4"" SCREW",899929
"FTG F132 SW3BB HVY DUTY WIREHOLDER 2-1/4"" SCREW",899929
ORBIT 1CA-SW 1G AL SWITCH COVER 25/BX,899752
WIRE BARE-SD-1/0-19STR-CU-1000MSTR,899956
BOLT BESL-2FT-25L-4K  LENSED 2500LM 4K DIM LED STRIP ***DISCONTINUED***,899878
"NOR NLOPAC-R7MS30W 3K 7"" SURFACE MOUNTED AC OPAL W/ PIR MOTION SENSOR",898838
CROUSEH AMR158 1G 5/8 STL ADJ MUD 25/BX,899752
FLK T6-1000PRO/AMER LF TESTER 1000V FORK METER,899892
GE LED150ED28/740/347/480 480V LED HID :DE2501 :ALT-GE LED150ED28/740/277/480/ 93139849 3/CASE,898887
"BOLT BEBRK-LED4-BW-3-ECO-C 4"" 3K LED DOWNLIGHT 120V ONLY 90CRI",899752
ACME TB50N007 50VA CTRL TFMR,899752
CWD DUL06P-C2 120V DIMMER 100/BX 1000/CS,899988
FTG FST-125DC 1-1/4 AL WT INS KO HUB,899861
FTG FST-200DC 2-IN AL WT INS KO HUB,899929
AFC 2809G60-00 10/4 HFC AL SOL 1000'R ,899951
BOLT BEWPT-6L-5K LED WALL PACK 6437LM ***DISCONTINUED***,899878
BOLT BEWPT-8L-5K LED WALL PACK 8346LM  ***DISCONTINUED*** *USE .495392 WHEN OUT*,899878
BOLT BEWPE-3L-5K LED MINI WALL PACK 2745LM  ***DISCONTINUED*** REPLACED BY .498328,898891
BOLT BESL-4FT-46L-4K LED STRIP LIGHT 34W 134LPW 4615 LUMENS ***DISCONTINUED*** USE .486285 WHEN OUT,899878
BOLT BESL-8FT-80L-4K LED STRIP LIGHT 64W 138LPW 8884 LUMENS ***DISCONTINUED*** *REPLACED BY .499466*,899878
FTG FNS-075 3/4 EMT NAIL STRAP,899867
SAT S12414 8A19/CL/LED/E26/927/120V LMP 24/CS  12414,898891
LSI 547618BLK  SPL KIT CVR HH RTP REIN BLK W/ GSKT & SCR  SQUARE HAND HOLE COVER,899752
LITH CPX2X44000LM35KM2 120-277V 2X4 LED FLAT PANEL :DE2308 :ALT-CPX-2X4-ALO8-SWW7-M2,898853
TRI-FAST ACW12 12FT CEILING GRIDWIRE *** 140 PIECES PER BUNDLE *** *DISCONTINUED REPLACED BY .239390,899752
HUBW PJ82I 2G RECEPTACLE WALLPLATE 25/BX,901165
C-H ACD60R 60A/2P NON-FUSIBLE PULLOUT 240V AIR COND DISC,900017
C-H CHSPA60 INTERRUPTER SPA PANEL,900017
C-H CHSPA50 INTERRUPTER SPA PANEL,900017
SAT S11371 5.5CTC/LED/927/120V/E12 5.5W LED LAMP 24/CS  11371 :DE2302  :ALT-SAT S21273 5.5B11/LED/927/CL 120V,898894
GE 93129666 LED11BDT8/G4/840CT 4' 11W GLASS W/SC DOUBLE ENDED TYPE B ,898885
PVC 1IN PVC SKT MLD END BELL EB-20 77323 5144005 E997FM 100/BX *ALLIED*,899866
PVC 1-1/2 SKT MLD END BELL EB-30 77325 5144007 E997H 50/BX *ALLIED*,899866
PVC 4IN 45D STD ELBOW *ALLIED* EE5545 68609 5133772 UA7AN  **YARD**,899866
PVC 2IN PVC SKT MLD END BELL EB-35 77326 5144008 E997J 80/BX *ALLIED*,899866
